Player,Position,MLB_Team,Pct_Owned,Total_Points,Projected_Points,Injury_Status,HR,RBI,R,SB,AVG,W,ERA,WHIP,K,SV
Justin Sterner,RP,Oak,1.09,-1.0,111.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.65517241,1.96551724,10.0,0.0
Andrew Kittredge,RP,Bal,1.01,0.0,154.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryne Stanek,RP,StL,0.98,12.0,91.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,8.59090909,2.18181818,9.0,1.0
Jose Ferrer,RP,Sea,0.97,10.0,179.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.57142857,1.42857143,6.0,0.0
Dylan Lee,RP,Atl,0.96,25.0,132.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.75,8.0,0.0
Yohan Ramirez,RP,Pit,0.91,43.0,92.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,2.13157895,1.02631579,15.0,0.0
Taylor Rogers,RP,Min,0.9,16.0,155.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.68181818,1.63636364,7.0,0.0
Phil Maton,RP,ChC,0.89,-3.0,178.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2.5,5.0,0.0
Jose Alvarado,RP,Phi,0.89,-2.0,102.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.0,8.0,0.0
Blake Treinen,RP,LAD,0.85,25.0,97.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,6.0,0.0
Braydon Fisher,RP,Tor,0.81,37.0,142.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.93103448,0.72413793,12.0,0.0
Brooks Raley,RP,NYM,0.79,17.0,137.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.9,9.0,0.0
Enyel De Los Santos,RP,Hou,0.78,29.0,102.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.75,6.0,2.0
Orion Kerkering,RP,Phi,0.77,10.0,138.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.15384615,1.15384615,4.0,0.0
Jordan Leasure,RP,ChW,0.72,14.0,120.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,3.48387097,0.96774194,9.0,0.0
Jared Koenig,RP,Mil,0.71,6.0,142.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14285714,4.0,0.0
Anthony Nunez,RP,Bal,0.68,23.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.07692308,0.69230769,11.0,0.0
Tyler Phillips,RP,Mia,0.62,38.0,86.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,1.03125,12.0,1.0
Emmanuel Clase,RP,Cle,0.61,0.0,0.0,OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Stephenson,RP,LAA,0.55,0.0,118.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kelly,RP,TB,0.52,31.0,91.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,7.04347826,1.04347826,7.0,2.0
Eduard Bazardo,RP,Sea,0.51,15.0,161.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.17391304,1.04347826,6.0,0.0
Jonathan Loaisiga,RP,Ari,0.46,5.0,52.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.11111111,7.0,1.0
Brad Lord,RP,Wsh,0.45,36.0,164.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,4.59574468,1.21276596,12.0,0.0
Yennier Cano,RP,Bal,0.44,21.0,109.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,1.58823529,0.52941176,8.0,0.0
Troy Melton,RP,Det,0.44,0.0,169.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Montgomery,RP,Pit,0.44,26.0,95.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,5.4,1.8,17.0,0.0
Brock Burke,RP,Cin,0.44,29.0,110.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,1.08,1.2,10.0,1.0
Ryan Thompson,RP,Ari,0.43,3.0,103.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.65217391,5.0,0.0
Yimi Garcia,RP,Tor,0.41,0.0,117.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Svanson,RP,StL,0.4,-8.0,148.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,13.96551724,2.48275862,9.0,0.0
Ivan Herrera,DH,StL,9.24,38.0,297.0,ACTIVE,1.0,7.0,5.0,0.0,0.19354839,0.0,0.0,0.0,0.0,0.0
Marcell Ozuna,DH,Pit,7.03,12.0,320.0,ACTIVE,1.0,5.0,4.0,0.0,0.12727273,0.0,0.0,0.0,0.0,0.0
Bryce Eldridge,DH,SF,2.2,0.0,133.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masataka Yoshida,DH,Bos,1.04,21.0,190.0,ACTIVE,0.0,4.0,3.0,1.0,0.28571429,0.0,0.0,0.0,0.0,0.0
Starling Marte,DH,KC,0.59,0.0,118.0,ACTIVE,0.0,0.0,1.0,0.0,0.21052632,0.0,0.0,0.0,0.0,0.0
Adrian Del Castillo,DH,Ari,0.43,18.0,65.0,ACTIVE,1.0,10.0,3.0,0.0,0.34615385,0.0,0.0,0.0,0.0,0.0
Andrew McCutchen,DH,Tex,0.4,7.0,92.0,ACTIVE,1.0,4.0,3.0,0.0,0.21428571,0.0,0.0,0.0,0.0,0.0
Eloy Jimenez,RF,Tor,0.2,1.0,21.0,ACTIVE,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Joc Pederson,DH,Tex,0.19,17.0,169.0,ACTIVE,1.0,3.0,7.0,0.0,0.2195122,0.0,0.0,0.0,0.0,0.0
Luis Campusano,DH,SD,0.19,18.0,92.0,ACTIVE,1.0,6.0,5.0,0.0,0.31034483,0.0,0.0,0.0,0.0,0.0
Heriberto Hernandez,LF,Mia,0.17,15.0,127.0,ACTIVE,0.0,6.0,3.0,3.0,0.14893617,0.0,0.0,0.0,0.0,0.0
David Fry,DH,Cle,0.15,3.0,91.0,ACTIVE,0.0,0.0,3.0,0.0,0.19230769,0.0,0.0,0.0,0.0,0.0
Sheng-En Lin,DH,Cin,0.15,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Refsnyder,RF,Sea,0.12,-2.0,102.0,PATERNITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Isaac,DH,TB,0.11,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randal Grichuk,RF,NYY,0.1,1.0,96.0,ACTIVE,0.0,0.0,5.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Kris Bryant,DH,Col,0.09,0.0,34.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahmai Jones,RF,Det,0.08,-2.0,91.0,ACTIVE,0.0,1.0,1.0,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0
Jared Young,DH,NYM,0.06,12.0,20.0,TEN_DAY_DL,0.0,2.0,2.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0
Esmerlyn Valdez,RF,Pit,0.06,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justyn-Henry Malloy,RF,TB,0.05,0.0,51.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Fien,DH,Wsh,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Gonzalez,LF,Min,0.03,0.0,55.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanquiel Fernandez,DH,NYY,0.03,0.0,12.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Winker,DH,FA,0.03,0.0,67.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Velazquez,RF,StL,0.03,0.0,22.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Nori,CF,Phi,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Rincones Jr.,RF,Phi,0.02,0.0,72.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemp Alderman,RF,Mia,0.02,0.0,14.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohendrick Pinango,LF,Tor,0.02,0.0,12.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luken Baker,DH,Ari,0.02,-2.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Brailer Guerrero,RF,TB,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Colas,RF,FA,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Martini,DH,FA,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. Martinez,DH,FA,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Vogelbach,DH,FA,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Gonzalez,RF,KC,0.01,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
