Player,Position,MLB_Team,Pct_Owned,Total_Points,Projected_Points,Injury_Status,HR,RBI,R,SB,AVG,W,ERA,WHIP,K,SV
Tyler Fitzgerald,2B,Tor,0.05,0.0,40.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Arcia,SS,Min,0.05,0.0,24.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Triantos,2B,ChC,0.05,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thairo Estrada,2B,FA,0.04,0.0,36.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ LeMahieu,2B,FA,0.04,0.0,76.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bliss,2B,Sea,0.04,-2.0,64.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyren Paris,CF,LAA,0.04,0.0,43.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hao-Yu Lee,3B,Det,0.04,0.0,45.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Anderson,2B,Det,0.04,0.0,45.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Rojas,SS,ChC,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Kingery,2B,ChC,0.03,2.0,0.0,ACTIVE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Iglesias,2B,FA,0.03,0.0,115.0,SUSPENSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Koss,2B,SF,0.03,2.0,33.0,ACTIVE,0.0,0.0,0.0,0.0,0.14285714,0.0,0.0,0.0,0.0,0.0
Bryan Torres,RF,StL,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shay Whitcomb,2B,Hou,0.03,-1.0,26.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Cauley,SS,Tex,0.03,0.0,30.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximo Acosta,3B,Mia,0.03,0.0,24.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Jimenez,2B,Mia,0.03,4.0,13.0,ACTIVE,0.0,0.0,0.0,0.0,0.27272727,0.0,0.0,0.0,0.0,0.0
Orelvis Martinez,2B,Wsh,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Ramirez,3B,ChC,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Anderson,2B,FA,0.03,0.0,22.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden Taylor,3B,TB,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikey Romero,3B,Bos,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Kilen,SS,SF,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Callihan,2B,Pit,0.02,0.0,24.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Rodgers,2B,Bos,0.02,0.0,19.0,OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazuma Okamoto,3B,Tor,41.98,6.0,315.0,ACTIVE,2.0,4.0,5.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Isaac Paredes,3B,Hou,38.21,21.0,319.0,ACTIVE,0.0,6.0,6.0,0.0,0.20754717,0.0,0.0,0.0,0.0,0.0
Caleb Durbin,3B,Bos,35.84,11.0,311.0,ACTIVE,0.0,6.0,6.0,0.0,0.12727273,0.0,0.0,0.0,0.0,0.0
Jordan Westburg,3B,Bal,18.15,0.0,273.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royce Lewis,3B,Min,11.18,22.0,232.0,TEN_DAY_DL,2.0,8.0,6.0,2.0,0.22222222,0.0,0.0,0.0,0.0,0.0
Addison Barger,3B,Tor,10.27,2.0,261.0,TEN_DAY_DL,0.0,2.0,1.0,0.0,0.05263158,0.0,0.0,0.0,0.0,0.0
Noelvi Marte,RF,Cin,9.43,-1.0,278.0,ACTIVE,0.0,0.0,2.0,1.0,0.13793103,0.0,0.0,0.0,0.0,0.0
Javier Baez,SS,Det,6.62,14.0,157.0,ACTIVE,1.0,5.0,6.0,1.0,0.27659574,0.0,0.0,0.0,0.0,0.0
Zach McKinstry,3B,Det,4.99,14.0,200.0,DAY_TO_DAY,1.0,5.0,2.0,0.0,0.20930233,0.0,0.0,0.0,0.0,0.0
Jordan Lawlar,3B,Ari,3.68,11.0,219.0,SIXTY_DAY_DL,1.0,2.0,3.0,1.0,0.33333333,0.0,0.0,0.0,0.0,0.0
Brady House,3B,Wsh,3.61,13.0,161.0,ACTIVE,2.0,7.0,8.0,0.0,0.24285714,0.0,0.0,0.0,0.0,0.0
Matt Shaw,3B,ChC,2.95,30.0,144.0,ACTIVE,2.0,8.0,6.0,1.0,0.24489796,0.0,0.0,0.0,0.0,0.0
Josh Jung,3B,Tex,1.76,23.0,221.0,ACTIVE,1.0,5.0,6.0,0.0,0.26315789,0.0,0.0,0.0,0.0,0.0
Ryan McMahon,3B,NYY,1.55,-2.0,205.0,ACTIVE,0.0,2.0,2.0,0.0,0.11904762,0.0,0.0,0.0,0.0,0.0
Miguel Andujar,3B,SD,1.3,20.0,212.0,ACTIVE,0.0,2.0,5.0,1.0,0.31707317,0.0,0.0,0.0,0.0,0.0
Ke'Bryan Hayes,3B,Cin,0.6,4.0,208.0,ACTIVE,0.0,0.0,1.0,0.0,0.06382979,0.0,0.0,0.0,0.0,0.0
Sung-Mun Song,3B,SD,0.6,0.0,186.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaze Alexander,3B,Bal,0.3,9.0,74.0,ACTIVE,0.0,1.0,6.0,3.0,0.22727273,0.0,0.0,0.0,0.0,0.0
Isiah Kiner-Falefa,SS,Bos,0.29,6.0,111.0,ACTIVE,0.0,0.0,3.0,0.0,0.22222222,0.0,0.0,0.0,0.0,0.0
Yoan Moncada,3B,LAA,0.27,9.0,150.0,ACTIVE,2.0,7.0,7.0,0.0,0.16981132,0.0,0.0,0.0,0.0,0.0
Kyle Karros,3B,Col,0.26,14.0,177.0,ACTIVE,0.0,1.0,7.0,2.0,0.19607843,0.0,0.0,0.0,0.0,0.0
Andrew Fischer,3B,Mil,0.24,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Mauricio,3B,NYM,0.17,0.0,60.0,ACTIVE,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Caleb Bonemer,SS,ChW,0.17,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jace Jung,3B,Det,0.11,0.0,122.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oswaldo Cabrera,3B,NYY,0.1,0.0,47.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Pauley,3B,Mia,0.09,8.0,132.0,ACTIVE,0.0,5.0,5.0,1.0,0.18181818,0.0,0.0,0.0,0.0,0.0
Miles Mastrobuoni,3B,Sea,0.08,0.0,75.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Espinal,3B,LAD,0.07,4.0,21.0,ACTIVE,0.0,2.0,1.0,0.0,0.15384615,0.0,0.0,0.0,0.0,0.0
Andy Ibanez,3B,Oak,0.06,-2.0,54.0,ACTIVE,0.0,2.0,1.0,0.0,0.15384615,0.0,0.0,0.0,0.0,0.0
Nacho Alvarez Jr.,3B,Atl,0.06,0.0,70.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Reimer,3B,NYM,0.06,0.0,26.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsung-Che Cheng,SS,Bos,0.05,0.0,7.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Tena,3B,Wsh,0.04,12.0,68.0,ACTIVE,0.0,4.0,6.0,0.0,0.2962963,0.0,0.0,0.0,0.0,0.0
Brock Wilken,3B,Mil,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy White,3B,Oak,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Eaton,RF,Bos,0.03,0.0,40.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul DeJong,3B,NYY,0.03,0.0,15.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gino Groover,3B,Ari,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Rendon,3B,LAA,0.03,0.0,0.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Diaz,SS,Hou,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Sanchez,3B,Tor,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Wagner,3B,SD,0.02,0.0,73.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trei Cruz,SS,Det,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Rojas,3B,KC,0.02,0.0,30.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gio Urshela,3B,FA,0.02,0.0,29.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesar Prieto,3B,StL,0.02,0.0,26.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lipscomb,3B,Wsh,0.02,0.0,26.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Wilson,2B,Sea,0.02,0.0,28.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Pena,SS,Hou,59.55,15.0,345.0,TEN_DAY_DL,0.0,0.0,5.0,1.0,0.25581395,0.0,0.0,0.0,0.0,0.0
Trevor Story,SS,Bos,24.23,15.0,283.0,ACTIVE,2.0,17.0,5.0,1.0,0.20779221,0.0,0.0,0.0,0.0,0.0
Colson Montgomery,SS,ChW,12.8,20.0,203.0,ACTIVE,3.0,9.0,5.0,1.0,0.171875,0.0,0.0,0.0,0.0,0.0
Ezequiel Tovar,SS,Col,10.93,17.0,266.0,ACTIVE,1.0,6.0,7.0,1.0,0.23287671,0.0,0.0,0.0,0.0,0.0
Anthony Volpe,SS,NYY,5.69,0.0,205.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Fernandez,SS,Ari,4.84,25.0,0.0,ACTIVE,2.0,8.0,9.0,1.0,0.30612245,0.0,0.0,0.0,0.0,0.0
Colt Emerson,SS,Sea,3.42,0.0,32.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo De Vries,SS,Oak,1.74,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Ortiz,SS,Mil,1.67,15.0,262.0,ACTIVE,0.0,4.0,7.0,4.0,0.20408163,0.0,0.0,0.0,0.0,0.0
Jesus Made,SS,Mil,1.35,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aidan Miller,SS,Phi,0.89,0.0,28.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Walcott,SS,Tex,0.89,0.0,0.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha-Seong Kim,SS,Atl,0.74,0.0,176.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson Williams,SS,TB,0.68,0.0,145.0,ACTIVE,0.0,3.0,4.0,0.0,0.13043478,0.0,0.0,0.0,0.0,0.0
Ethan Holliday,SS,Col,0.59,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Lombard Jr.,SS,NYY,0.54,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eli Willits,SS,Wsh,0.45,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Mateo,SS,Atl,0.39,15.0,51.0,ACTIVE,1.0,3.0,7.0,1.0,0.4375,0.0,0.0,0.0,0.0,0.0
Taylor Walls,SS,TB,0.31,15.0,134.0,ACTIVE,0.0,4.0,6.0,2.0,0.31034483,0.0,0.0,0.0,0.0,0.0
Bryce Rainer,SS,Det,0.31,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelen Culpepper,SS,Min,0.27,0.0,39.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Pratt,SS,Mil,0.25,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JoJo Parker,SS,Tor,0.22,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wander Franco,SS,TB,0.22,0.0,0.0,OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Arias,SS,Bos,0.19,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josuar Gonzalez,SS,SF,0.17,0.0,0.0,OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aiva Arquette,SS,Mia,0.17,0.0,0.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dax Kilby,SS,NYY,0.14,0.0,0.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjun Nimmala,SS,Tor,0.12,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Morales,SS,LAD,0.12,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felnin Celesten,SS,Sea,0.09,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Allen,SS,Hou,0.08,8.0,48.0,ACTIVE,0.0,0.0,5.0,0.0,0.26315789,0.0,0.0,0.0,0.0,0.0
Angel Genao,SS,Cle,0.08,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andruw Monasterio,SS,Bos,0.07,10.0,39.0,ACTIVE,0.0,3.0,2.0,0.0,0.26315789,0.0,0.0,0.0,0.0,0.0
Steele Hall,SS,Cin,0.07,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Sweeney,SS,Det,0.06,0.0,84.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seaver King,SS,Wsh,0.05,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonny Level,SS,SF,0.05,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Carlson,SS,ChW,0.05,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Neyens,SS,Hou,0.05,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Arroyo,SS,Cin,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elian Peña,SS,NYM,0.04,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wehiwa Aloy,SS,Bal,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayson Cunningham,SS,Ari,0.03,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payton Eeles,SS,Bal,0.02,0.0,25.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Serna,SS,Mia,0.02,0.0,21.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fitzgerald,2B,LAD,0.02,0.0,20.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzer Guzman,SS,LAA,0.02,0.0,41.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alika Williams,3B,Pit,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Rodriguez,2B,Phi,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Gil,SS,Atl,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Lewis,SS,Cin,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Dickerson,SS,Wsh,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joendry Vargas,SS,LAD,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shotaro Morii,SS,Oak,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roderick Arias,SS,NYY,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Starlyn Caba,SS,Mia,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Santana,SS,TB,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Perdomo,SS,Atl,0.02,0.0,0.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Pierce,SS,TB,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hammond,SS,KC,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marek Houston,SS,Min,0.02,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sal Frelick,RF,Mil,39.12,23.0,318.0,ACTIVE,1.0,3.0,7.0,1.0,0.17857143,0.0,0.0,0.0,0.0,0.0
Lawrence Butler,RF,Oak,20.36,21.0,295.0,ACTIVE,2.0,6.0,7.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0
Adolis Garcia,RF,Phi,16.33,18.0,269.0,ACTIVE,2.0,5.0,5.0,1.0,0.23076923,0.0,0.0,0.0,0.0,0.0
Heliot Ramos,LF,SF,16.01,8.0,300.0,ACTIVE,0.0,7.0,5.0,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0
Kerry Carpenter,RF,Det,15.83,18.0,274.0,ACTIVE,3.0,10.0,4.0,0.0,0.19230769,0.0,0.0,0.0,0.0,0.0
TJ Friedl,CF,Cin,15.56,13.0,307.0,ACTIVE,0.0,1.0,7.0,3.0,0.15384615,0.0,0.0,0.0,0.0,0.0
Joey Wiemer,RF,Wsh,14.53,28.0,42.0,ACTIVE,2.0,5.0,9.0,0.0,0.35135135,0.0,0.0,0.0,0.0,0.0
Brenton Doyle,CF,Col,9.42,16.0,213.0,ACTIVE,1.0,1.0,9.0,5.0,0.22641509,0.0,0.0,0.0,0.0,0.0
Kyle Isbel,CF,KC,9.17,29.0,176.0,ACTIVE,2.0,6.0,6.0,4.0,0.29545455,0.0,0.0,0.0,0.0,0.0
Justin Crawford,CF,Phi,8.78,21.0,181.0,ACTIVE,0.0,1.0,7.0,1.0,0.28301887,0.0,0.0,0.0,0.0,0.0
Carson Benge,CF,NYM,8.47,10.0,218.0,ACTIVE,1.0,3.0,5.0,5.0,0.1509434,0.0,0.0,0.0,0.0,0.0
Brandon Marsh,CF,Phi,6.84,31.0,224.0,ACTIVE,2.0,11.0,8.0,2.0,0.29032258,0.0,0.0,0.0,0.0,0.0
Evan Carter,CF,Tex,5.94,30.0,263.0,ACTIVE,2.0,4.0,8.0,3.0,0.18867925,0.0,0.0,0.0,0.0,0.0
Jurickson Profar,LF,Atl,5.84,0.0,0.0,SUSPENSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Crews,RF,Wsh,4.78,0.0,251.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Canzone,RF,Sea,4.61,28.0,234.0,ACTIVE,2.0,7.0,7.0,1.0,0.19512195,0.0,0.0,0.0,0.0,0.0
Jesus Sanchez,RF,Tor,3.47,32.0,219.0,ACTIVE,2.0,10.0,7.0,0.0,0.26415094,0.0,0.0,0.0,0.0,0.0
Colton Cowser,CF,Bal,3.15,12.0,204.0,ACTIVE,0.0,3.0,5.0,0.0,0.21052632,0.0,0.0,0.0,0.0,0.0
Jasson Dominguez,LF,NYY,3.0,0.0,230.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Scott II,CF,StL,2.69,11.0,198.0,ACTIVE,0.0,3.0,5.0,3.0,0.25531915,0.0,0.0,0.0,0.0,0.0
Matt Wallner,RF,Min,2.62,12.0,208.0,ACTIVE,3.0,6.0,11.0,0.0,0.19117647,0.0,0.0,0.0,0.0,0.0
Max Clark,CF,Det,2.6,0.0,41.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lars Nootbaar,LF,StL,2.45,0.0,246.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Mullins,CF,TB,2.4,11.0,229.0,ACTIVE,1.0,5.0,6.0,3.0,0.13793103,0.0,0.0,0.0,0.0,0.0
Trevor Larnach,DH,Min,2.36,28.0,270.0,ACTIVE,1.0,7.0,6.0,0.0,0.26666667,0.0,0.0,0.0,0.0,0.0
Harrison Bader,CF,SF,2.35,2.0,210.0,TEN_DAY_DL,1.0,3.0,4.0,0.0,0.11538462,0.0,0.0,0.0,0.0,0.0
Lourdes Gurriel Jr.,LF,Ari,2.19,0.0,167.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Yastrzemski,RF,Atl,2.14,17.0,231.0,ACTIVE,0.0,4.0,8.0,1.0,0.20338983,0.0,0.0,0.0,0.0,0.0
Dylan Beavers,LF,Bal,2.1,22.0,223.0,ACTIVE,1.0,5.0,7.0,1.0,0.23255814,0.0,0.0,0.0,0.0,0.0
Jordan Beck,LF,Col,1.5,14.0,207.0,ACTIVE,1.0,6.0,3.0,2.0,0.13157895,0.0,0.0,0.0,0.0,0.0
Ryan Waldschmidt,LF,Ari,1.44,0.0,155.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Young,CF,Wsh,1.43,32.0,116.0,ACTIVE,2.0,8.0,8.0,1.0,0.24528302,0.0,0.0,0.0,0.0,0.0
Josh Lowe,RF,LAA,1.38,13.0,227.0,ACTIVE,2.0,7.0,4.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0
Walker Jenkins,CF,Min,1.35,0.0,94.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Castellanos,RF,SD,1.27,11.0,166.0,ACTIVE,0.0,5.0,1.0,0.0,0.17948718,0.0,0.0,0.0,0.0,0.0
Rece Hinds,RF,Cin,1.27,-5.0,25.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Jones,CF,NYY,1.13,0.0,58.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler O'Neill,RF,Bal,1.11,14.0,172.0,SEVEN_DAY_DL,1.0,4.0,6.0,0.0,0.24137931,0.0,0.0,0.0,0.0,0.0
Anthony Santander,DH,Tor,1.11,0.0,121.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hays,LF,ChW,1.02,8.0,236.0,TEN_DAY_DL,1.0,6.0,2.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0
Gavin Lux,DH,TB,0.96,0.0,233.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tibbs III,RF,LAD,0.8,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Meadows,CF,Det,0.75,12.0,224.0,SIXTY_DAY_DL,0.0,2.0,3.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0
Alek Thomas,CF,Ari,0.7,13.0,209.0,ACTIVE,0.0,6.0,5.0,3.0,0.12962963,0.0,0.0,0.0,0.0,0.0
Joey Loperfido,LF,Hou,0.7,22.0,31.0,ACTIVE,0.0,6.0,7.0,1.0,0.27272727,0.0,0.0,0.0,0.0,0.0
Isaac Collins,LF,KC,0.67,12.0,240.0,DAY_TO_DAY,1.0,4.0,7.0,0.0,0.21428571,0.0,0.0,0.0,0.0,0.0
